source prefix	source identifier	source name	relation	target prefix	target identifier	target name	type	source
kegg.pathway	hsa03050	Proteasome - Homo sapiens (human)	skos:exactMatch	wikipathways	WP183	Proteasome Degradation	manual	compath
wikipathways	WP2359	Parkin-Ubiquitin Proteasomal System pathway	partOf	kegg.pathway	WP2359	None	manual	compath
kegg.pathway	hsa00230	Purine metabolism - Homo sapiens (human)	partOf	wikipathways	WP404	Nucleotide Metabolism	manual	compath
kegg.pathway	hsa00230	Purine metabolism - Homo sapiens (human)	partOf	wikipathways	WP466	DNA Replication	manual	compath
kegg.pathway	hsa00230	Purine metabolism - Homo sapiens (human)	partOf	wikipathways	WP186	Homologous recombination	manual	compath
kegg.pathway	hsa00240	Pyrimidine metabolism - Homo sapiens (human)	skos:exactMatch	wikipathways	WP4022	Pyrimidine metabolism	manual	compath
kegg.pathway	hsa04622	RIG-I-like receptor signaling pathway - Homo sapiens (human)	skos:exactMatch	wikipathways	WP3865	Novel intracellular components of RIG-I-like receptor (RLR) pathway	manual	compath
kegg.pathway	hsa03020	RNA polymerase - Homo sapiens (human)	partOf	wikipathways	WP405	Eukaryotic Transcription Initiation	manual	compath
kegg.pathway	hsa04810	Regulation of actin cytoskeleton - Homo sapiens (human)	skos:exactMatch	wikipathways	WP51	Regulation of Actin Cytoskeleton	manual	compath
kegg.pathway	hsa04923	Regulation of lipolysis in adipocytes - Homo sapiens (human)	partOf	wikipathways	WP3965	Lipid Metabolism Pathway	manual	compath
wikipathways	WP4205	MET in type 1 papillary renal cell carcinoma	partOf	kegg.pathway	WP4205	None	manual	compath
wikipathways	WP554	ACE Inhibitor Pathway	partOf	kegg.pathway	WP554	None	manual	compath
kegg.pathway	hsa04723	Retrograde endocannabinoid signaling - Homo sapiens (human)	partOf	wikipathways	WP3869	Cannabinoid receptor signaling	manual	compath
wikipathways	WP477	Cytoplasmic Ribosomal Proteins	partOf	kegg.pathway	WP477	None	manual	compath
kegg.pathway	hsa04130	SNARE interactions in vesicular transport - Homo sapiens (human)	partOf	wikipathways	WP2267	Synaptic Vesicle Pathway	manual	compath
kegg.pathway	hsa00450	Selenocompound metabolism - Homo sapiens (human)	skos:exactMatch	wikipathways	WP28	None	manual	compath
wikipathways	WP732	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling	partOf	kegg.pathway	WP732	None	manual	compath
wikipathways	WP733	Serotonin Receptor 2 and STAT3 Signaling	partOf	kegg.pathway	WP733	None	manual	compath
wikipathways	WP3931	ESC Pluripotency Pathways	partOf	kegg.pathway	WP3931	None	manual	compath
kegg.pathway	hsa00600	Sphingolipid metabolism - Homo sapiens (human)	skos:exactMatch	wikipathways	WP1422	Sphingolipid pathway	manual	compath
kegg.pathway	hsa00600	Sphingolipid metabolism - Homo sapiens (human)	partOf	wikipathways	WP1422	Sphingolipid pathway	manual	compath
kegg.pathway	hsa04071	Sphingolipid signaling pathway - Homo sapiens (human)	partOf	wikipathways	WP1422	Sphingolipid pathway	manual	compath
kegg.pathway	hsa03040	Spliceosome - Homo sapiens (human)	partOf	wikipathways	WP411	mRNA Processing	manual	compath
kegg.pathway	hsa00100	Steroid biosynthesis - Homo sapiens (human)	skos:exactMatch	wikipathways	WP496	Steroid Biosynthesis	manual	compath
wikipathways	WP237	None	partOf	kegg.pathway	WP237	None	manual	compath
wikipathways	WP692	Sulfation Biotransformation Reaction	partOf	kegg.pathway	WP692	None	manual	compath
kegg.pathway	hsa04721	Synaptic vesicle cycle - Homo sapiens (human)	skos:exactMatch	wikipathways	WP2267	Synaptic Vesicle Pathway	manual	compath
kegg.pathway	hsa00072	Synthesis and degradation of ketone bodies - Homo sapiens (human)	skos:exactMatch	wikipathways	WP311	Synthesis and Degradation of Ketone Bodies	manual	compath
wikipathways	WP69	T-Cell antigen Receptor (TCR)  Signaling Pathway	partOf	kegg.pathway	WP69	None	manual	compath
wikipathways	WP2583	T-Cell Receptor and Co-stimulatory Signaling	partOf	kegg.pathway	WP2583	None	manual	compath
kegg.pathway	hsa04350	TGF-beta signaling pathway - Homo sapiens (human)	skos:exactMatch	wikipathways	WP366	TGF-beta Signaling Pathway	manual	compath
kegg.pathway	hsa04659	Th17 cell differentiation - Homo sapiens (human)	partOf	wikipathways	WP2112	IL17 signaling pathway	manual	compath
kegg.pathway	hsa04659	Th17 cell differentiation - Homo sapiens (human)	partOf	wikipathways	WP2029	Cell Differentiation - Index	manual	compath
kegg.pathway	hsa04918	Thyroid hormone synthesis - Homo sapiens (human)	skos:exactMatch	wikipathways	WP1981	Thyroxine (Thyroid Hormone) Production	manual	compath
kegg.pathway	hsa04620	Toll-like receptor signaling pathway - Homo sapiens (human)	skos:exactMatch	wikipathways	WP75	Toll-like Receptor Signaling Pathway	manual	compath
kegg.pathway	hsa04620	Toll-like receptor signaling pathway - Homo sapiens (human)	skos:exactMatch	wikipathways	WP3858	Toll-like Receptor Signaling related to MyD88	manual	compath
kegg.pathway	hsa00380	Tryptophan metabolism - Homo sapiens (human)	skos:exactMatch	wikipathways	WP465	Tryptophan metabolism	manual	compath
kegg.pathway	hsa04930	Type II diabetes mellitus - Homo sapiens (human)	skos:exactMatch	wikipathways	WP1584	Type II diabetes mellitus	manual	compath
kegg.pathway	hsa00350	Tyrosine metabolism - Homo sapiens (human)	partOf	wikipathways	WP3925	Amino Acid metabolism	manual	compath
kegg.pathway	hsa00350	Tyrosine metabolism - Homo sapiens (human)	partOf	wikipathways	WP550	Biogenic Amine Synthesis	manual	compath
kegg.pathway	hsa04120	Ubiquitin mediated proteolysis - Homo sapiens (human)	partOf	wikipathways	WP2359	Parkin-Ubiquitin Proteasomal System pathway	manual	compath
kegg.pathway	hsa04120	Ubiquitin mediated proteolysis - Homo sapiens (human)	partOf	wikipathways	WP183	Proteasome Degradation	manual	compath
wikipathways	WP3943	Robo4 and VEGF Signaling Pathways Crosstalk	partOf	kegg.pathway	WP3943	None	manual	compath
kegg.pathway	hsa04370	VEGF signaling pathway - Homo sapiens (human)	partOf	wikipathways	WP3888	VEGFA-VEGFR2 Signaling Pathway	manual	compath
wikipathways	WP3888	VEGFA-VEGFR2 Signaling Pathway	partOf	kegg.pathway	WP3888	None	manual	compath
kegg.pathway	hsa00290	Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)	partOf	wikipathways	WP3925	Amino Acid metabolism	manual	compath
kegg.pathway	hsa00280	Valine, leucine and isoleucine degradation - Homo sapiens (human)	partOf	wikipathways	WP3925	Amino Acid metabolism	manual	compath
wikipathways	WP2197	Endothelin Pathways	partOf	kegg.pathway	WP2197	None	manual	compath
wikipathways	WP1533	Vitamin B12 Metabolism	partOf	kegg.pathway	WP1533	None	manual	compath
kegg.pathway	hsa04310	Wnt signaling pathway - Homo sapiens (human)	skos:exactMatch	wikipathways	WP428	Wnt Signaling	manual	compath
wikipathways	WP399	Wnt Signaling Pathway and Pluripotency	partOf	kegg.pathway	WP399	None	manual	compath
kegg.pathway	hsa00410	beta-Alanine metabolism - Homo sapiens (human)	partOf	wikipathways	WP497	Urea cycle and metabolism of amino groups	manual	compath
kegg.pathway	hsa00410	beta-Alanine metabolism - Homo sapiens (human)	partOf	wikipathways	WP550	Biogenic Amine Synthesis	manual	compath
kegg.pathway	hsa00410	beta-Alanine metabolism - Homo sapiens (human)	partOf	wikipathways	WP106	Alanine and aspartate metabolism	manual	compath
kegg.pathway	hsa00410	beta-Alanine metabolism - Homo sapiens (human)	partOf	wikipathways	WP3925	Amino Acid metabolism	manual	compath
kegg.pathway	hsa04150	mTOR signaling pathway - Homo sapiens (human)	skos:exactMatch	wikipathways	WP1471	Target Of Rapamycin (TOR) Signaling	manual	compath
kegg.pathway	hsa04150	mTOR signaling pathway - Homo sapiens (human)	partOf	wikipathways	WP4172	PI3K-Akt Signaling Pathway	manual	compath
kegg.pathway	hsa04150	mTOR signaling pathway - Homo sapiens (human)	partOf	wikipathways	WP3844	PI3K-AKT-mTOR signaling pathway and therapeutic opportunities	manual	compath
kegg.pathway	hsa04150	mTOR signaling pathway - Homo sapiens (human)	partOf	wikipathways	WP3932	Focal Adhesion-PI3K-Akt-mTOR-signaling pathway	manual	compath
wikipathways	WP1495	Glycine Metabolism	partOf	kegg.pathway	WP1495	None	manual	compath
kegg.pathway	hsa04714	Thermogenesis - Homo sapiens (human)	skos:exactMatch	wikipathways	WP4321	Thermogenesis	manual	compath
wikipathways	WP4545	Oxysterols derived from cholesterol	partOf	kegg.pathway	WP4545	None	manual	compath
kegg.pathway	hsa04216	Ferroptosis - Homo sapiens (human)	skos:exactMatch	wikipathways	WP4545	Oxysterols derived from cholesterol	manual	compath
kegg.pathway	hsa00730	Thiamine metabolism - Homo sapiens (human)	skos:exactMatch	wikipathways	WP4297	Thiamine metabolic pathways	manual	compath
wikipathways	WP4504	Cysteine and methionine catabolism	partOf	kegg.pathway	WP4504	None	manual	compath
wikipathways	WP4507	Molybdenum cofactor (Moco) biosynthesis	partOf	kegg.pathway	WP4507	None	manual	compath
kegg.pathway	hsa00350	Tyrosine metabolism - Homo sapiens (human)	skos:exactMatch	wikipathways	WP4506	Tyrosine Metabolism	manual	compath
wikipathways	WP4537	Hippo-Yap signaling pathway	partOf	kegg.pathway	WP4537	None	manual	compath
reactome	R-HSA-163680	AMPK inhibits chREBP transcriptional activation activity	partOf	wikipathways	WP1403	AMP-activated Protein Kinase (AMPK) Signaling	manual	compath
reactome	R-HSA-176187	Activation of ATR in response to replication stress	partOf	wikipathways	WP3875	ATR Signaling	manual	compath
wikipathways	WP528	Acetylcholine Synthesis	partOf	reactome	R-HSA-1430728	Metabolism	manual	compath
wikipathways	WP699	Aflatoxin B1 metabolism	partOf	reactome	R-HSA-1430728	Metabolism	manual	compath
reactome	R-HSA-5423646	Aflatoxin activation and detoxification	partOf	wikipathways	WP699	Aflatoxin B1 metabolism	manual	compath
wikipathways	WP106	Alanine and aspartate metabolism	partOf	reactome	R-HSA-71291	Metabolism of amino acids and derivatives	manual	compath
wikipathways	WP106	Alanine and aspartate metabolism	partOf	reactome	R-HSA-70614	None	manual	compath
wikipathways	WP106	Alanine and aspartate metabolism	partOf	reactome	R-HSA-1430728	Metabolism	manual	compath
wikipathways	WP2328	Allograft Rejection	partOf	reactome	R-HSA-1280218	Adaptive Immune System	manual	compath
wikipathways	WP2328	Allograft Rejection	partOf	reactome	R-HSA-168256	Immune System	manual	compath
reactome	R-HSA-112412	SOS-mediated signalling	partOf	wikipathways	WP244	Alpha 6 Beta 4 signaling pathway	manual	compath
wikipathways	WP244	Alpha 6 Beta 4 signaling pathway	partOf	reactome	R-HSA-162582	Signal Transduction	manual	compath
wikipathways	WP3925	Amino Acid metabolism	skos:exactMatch	reactome	R-HSA-71291	Metabolism of amino acids and derivatives	manual	compath
wikipathways	WP3925	Amino Acid metabolism	partOf	reactome	R-HSA-71291	Metabolism of amino acids and derivatives	manual	compath
wikipathways	WP3925	Amino Acid metabolism	partOf	reactome	R-HSA-1430728	Metabolism	manual	compath
wikipathways	WP521	Amino acid conjugation of benzoic acid	partOf	reactome	R-HSA-159424	Conjugation of carboxylic acids	manual	compath
wikipathways	WP521	Amino acid conjugation of benzoic acid	partOf	reactome	R-HSA-1430728	Metabolism	manual	compath
wikipathways	WP521	Amino acid conjugation of benzoic acid	partOf	reactome	R-HSA-156587	Amino Acid conjugation	manual	compath
reactome	R-HSA-4411364	Binding of TCF/LEF:CTNNB1 to target gene promoters	partOf	wikipathways	WP3678	Amplification and Expansion of Oncogenic Pathways as Metastatic Traits	manual	compath
wikipathways	WP254	Apoptosis	skos:exactMatch	reactome	R-HSA-109581	Apoptosis	manual	compath
reactome	R-HSA-69416	Dimerization of procaspase-8	partOf	wikipathways	WP1772	Apoptosis Modulation and Signaling	manual	compath
reactome	R-HSA-111461	Cytochrome c-mediated apoptotic response	partOf	wikipathways	WP1772	Apoptosis Modulation and Signaling	manual	compath
reactome	R-HSA-111457	Release of apoptotic factors from the mitochondria	partOf	wikipathways	WP1772	Apoptosis Modulation and Signaling	manual	compath
reactome	R-HSA-75157	FasL/ CD95L signaling	partOf	wikipathways	WP1772	Apoptosis Modulation and Signaling	manual	compath
reactome	R-HSA-111458	Formation of apoptosome	partOf	wikipathways	WP1772	Apoptosis Modulation and Signaling	manual	compath
reactome	R-HSA-5357769	Caspase activation via extrinsic apoptotic signalling pathway	partOf	wikipathways	WP1772	Apoptosis Modulation and Signaling	manual	compath
reactome	R-HSA-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases	partOf	wikipathways	WP1772	Apoptosis Modulation and Signaling	manual	compath
reactome	R-HSA-5218900	CASP8 activity is inhibited	partOf	wikipathways	WP1772	Apoptosis Modulation and Signaling	manual	compath
reactome	R-HSA-111471	Apoptotic factor-mediated response	partOf	wikipathways	WP1772	Apoptosis Modulation and Signaling	manual	compath
reactome	R-HSA-114294	Activation, translocation and oligomerization of BAX	partOf	wikipathways	WP1772	Apoptosis Modulation and Signaling	manual	compath
reactome	R-HSA-111452	Activation and oligomerization of BAK protein	partOf	wikipathways	WP1772	Apoptosis Modulation and Signaling	manual	compath
reactome	R-HSA-111453	BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	partOf	wikipathways	WP1772	Apoptosis Modulation and Signaling	manual	compath
wikipathways	WP1772	Apoptosis Modulation and Signaling	partOf	reactome	R-HSA-109581	Apoptosis	manual	compath
reactome	R-HSA-111459	Activation of caspases through apoptosome-mediated cleavage	partOf	wikipathways	WP1772	Apoptosis Modulation and Signaling	manual	compath
wikipathways	WP384	Apoptosis Modulation by HSP70	partOf	reactome	R-HSA-111471	Apoptotic factor-mediated response	manual	compath
wikipathways	WP384	Apoptosis Modulation by HSP70	partOf	reactome	R-HSA-109581	Apoptosis	manual	compath
wikipathways	WP384	Apoptosis Modulation by HSP70	partOf	reactome	R-HSA-5357801	Programmed Cell Death	manual	compath
wikipathways	WP678	Arachidonate Epoxygenase / Epoxide Hydrolase	partOf	reactome	R-HSA-1430728	Metabolism	manual	compath
wikipathways	WP678	Arachidonate Epoxygenase / Epoxide Hydrolase	partOf	reactome	R-HSA-556833	Metabolism of lipids	manual	compath
wikipathways	WP678	Arachidonate Epoxygenase / Epoxide Hydrolase	partOf	reactome	R-HSA-211859	Biological oxidations	manual	compath
wikipathways	WP678	Arachidonate Epoxygenase / Epoxide Hydrolase	partOf	reactome	R-HSA-8978868	Fatty acid metabolism	manual	compath
wikipathways	WP678	Arachidonate Epoxygenase / Epoxide Hydrolase	partOf	reactome	R-HSA-2142753	Arachidonic acid metabolism	manual	compath
wikipathways	WP2586	Aryl Hydrocarbon Receptor Netpath	skos:exactMatch	reactome	R-HSA-8937144	Aryl hydrocarbon receptor signalling	manual	compath
wikipathways	WP2873	Aryl Hydrocarbon Receptor Pathway	skos:exactMatch	reactome	R-HSA-8937144	Aryl hydrocarbon receptor signalling	manual	compath
wikipathways	WP694	Arylamine metabolism	partOf	reactome	R-HSA-1430728	Metabolism	manual	compath
wikipathways	WP23	B Cell Receptor Signaling Pathway	skos:exactMatch	reactome	R-HSA-983705	Signaling by the B Cell Receptor (BCR)	manual	compath
wikipathways	WP23	B Cell Receptor Signaling Pathway	partOf	reactome	R-HSA-1280218	Adaptive Immune System	manual	compath
wikipathways	WP23	B Cell Receptor Signaling Pathway	partOf	reactome	R-HSA-168256	Immune System	manual	compath
wikipathways	WP3676	BDNF-TrkB Signaling	partOf	reactome	R-HSA-162582	Signal Transduction	manual	compath
wikipathways	WP3891	Benzene metabolism	partOf	reactome	R-HSA-1430728	Metabolism	manual	compath
wikipathways	WP696	Benzo(a)pyrene metabolism	partOf	reactome	R-HSA-1430728	Metabolism	manual	compath
reactome	R-HSA-380612	Metabolism of serotonin	partOf	wikipathways	WP550	Biogenic Amine Synthesis	manual	compath
reactome	R-HSA-888568	GABA synthesis	partOf	wikipathways	WP550	Biogenic Amine Synthesis	manual	compath
reactome	R-HSA-209931	Serotonin and melatonin biosynthesis	partOf	wikipathways	WP550	Biogenic Amine Synthesis	manual	compath
reactome	R-HSA-888590	GABA synthesis, release, reuptake and degradation	partOf	wikipathways	WP550	Biogenic Amine Synthesis	manual	compath
reactome	R-HSA-209905	Catecholamine biosynthesis	partOf	wikipathways	WP550	Biogenic Amine Synthesis	manual	compath
wikipathways	WP550	Biogenic Amine Synthesis	partOf	reactome	R-HSA-1430728	Metabolism	manual	compath
reactome	R-HSA-140834	Extrinsic Pathway of Fibrin Clot Formation	partOf	wikipathways	WP272	Blood Clotting Cascade	manual	compath
reactome	R-HSA-75205	Dissolution of Fibrin Clot	partOf	wikipathways	WP272	Blood Clotting Cascade	manual	compath
wikipathways	WP272	Blood Clotting Cascade	partOf	reactome	R-HSA-109582	Hemostasis	manual	compath
reactome	R-HSA-140877	Formation of Fibrin Clot (Clotting Cascade)	partOf	wikipathways	WP272	Blood Clotting Cascade	manual	compath
wikipathways	WP1425	Bone Morphogenic Protein (BMP) Signalling and Regulation	skos:exactMatch	reactome	R-HSA-201451	Signaling by BMP	manual	compath
wikipathways	WP2366	Butyrate-induced histone acetylation	partOf	reactome	R-HSA-1430728	Metabolism	manual	compath
wikipathways	WP3633	Caffeine and Theobromine metabolism	partOf	reactome	R-HSA-1430728	Metabolism	manual	compath
reactome	R-HSA-211957	Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2	partOf	wikipathways	WP3633	Caffeine and Theobromine metabolism	manual	compath
wikipathways	WP3633	Caffeine and Theobromine metabolism	partOf	reactome	R-HSA-211981	Xenobiotics	manual	compath
reactome	R-HSA-390648	Muscarinic acetylcholine receptors	partOf	wikipathways	WP536	Calcium Regulation in the Cardiac Cell	manual	compath
reactome	R-HSA-190827	Transport of connexins along the secretory pathway	partOf	wikipathways	WP536	Calcium Regulation in the Cardiac Cell	manual	compath
wikipathways	WP3869	Cannabinoid receptor signaling	partOf	reactome	R-HSA-162582	Signal Transduction	manual	compath
wikipathways	WP3845	Canonical  and Non-canonical Notch signaling	skos:exactMatch	reactome	R-HSA-157118	Signaling by NOTCH	manual	compath
reactome	R-HSA-9012852	Signaling by NOTCH3	partOf	wikipathways	WP3845	Canonical  and Non-canonical Notch signaling	manual	compath
reactome	R-HSA-2979096	NOTCH2 Activation and Transmission of Signal to the Nucleus	partOf	wikipathways	WP3845	Canonical  and Non-canonical Notch signaling	manual	compath
reactome	R-HSA-9013694	Signaling by NOTCH4	partOf	wikipathways	WP3845	Canonical  and Non-canonical Notch signaling	manual	compath
reactome	R-HSA-350054	Notch-HLH transcription pathway	partOf	wikipathways	WP3845	Canonical  and Non-canonical Notch signaling	manual	compath
wikipathways	WP3845	Canonical  and Non-canonical Notch signaling	partOf	reactome	R-HSA-162582	Signal Transduction	manual	compath
reactome	R-HSA-1980143	Signaling by NOTCH1	partOf	wikipathways	WP3845	Canonical  and Non-canonical Notch signaling	manual	compath
reactome	R-HSA-2660825	Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	partOf	wikipathways	WP3845	Canonical  and Non-canonical Notch signaling	manual	compath
reactome	R-HSA-2122948	Activated NOTCH1 Transmits Signal to the Nucleus	partOf	wikipathways	WP3845	Canonical  and Non-canonical Notch signaling	manual	compath
reactome	R-HSA-157118	Signaling by NOTCH	partOf	wikipathways	WP3845	Canonical  and Non-canonical Notch signaling	manual	compath
reactome	R-HSA-9013508	NOTCH3 Intracellular Domain Regulates Transcription	partOf	wikipathways	WP3845	Canonical  and Non-canonical Notch signaling	manual	compath
reactome	R-HSA-1980145	Signaling by NOTCH2	partOf	wikipathways	WP3845	Canonical  and Non-canonical Notch signaling	manual	compath
reactome	R-HSA-1912399	Pre-NOTCH Processing in the Endoplasmic Reticulum	partOf	wikipathways	WP3845	Canonical  and Non-canonical Notch signaling	manual	compath
reactome	R-HSA-5083630	Defective LFNG causes SCDO3	partOf	wikipathways	WP3845	Canonical  and Non-canonical Notch signaling	manual	compath
reactome	R-HSA-8941856	RUNX3 regulates NOTCH signaling	partOf	wikipathways	WP3845	Canonical  and Non-canonical Notch signaling	manual	compath
reactome	R-HSA-2660826	Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	partOf	wikipathways	WP3845	Canonical  and Non-canonical Notch signaling	manual	compath
reactome	R-HSA-9013507	NOTCH3 Activation and Transmission of Signal to the Nucleus	partOf	wikipathways	WP3845	Canonical  and Non-canonical Notch signaling	manual	compath
wikipathways	WP3874	Canonical and Non-Canonical TGF-B signaling	skos:exactMatch	reactome	R-HSA-170834	Signaling by TGF-beta Receptor Complex	manual	compath
reactome	R-HSA-3304351	Signaling by TGF-beta Receptor Complex in Cancer	partOf	wikipathways	WP3874	Canonical and Non-Canonical TGF-B signaling	manual	compath
wikipathways	WP179	Cell Cycle	skos:exactMatch	reactome	R-HSA-1640170	Cell Cycle	manual	compath
reactome	R-HSA-380108	Chemokine receptors bind chemokines	partOf	wikipathways	WP3929	Chemokine signaling pathway	manual	compath
wikipathways	WP197	Cholesterol Biosynthesis Pathway	skos:exactMatch	reactome	R-HSA-191273	Cholesterol biosynthesis	manual	compath
wikipathways	WP197	Cholesterol Biosynthesis Pathway	partOf	reactome	R-HSA-556833	Metabolism of lipids	manual	compath
wikipathways	WP197	Cholesterol Biosynthesis Pathway	partOf	reactome	R-HSA-1430728	Metabolism	manual	compath
reactome	R-HSA-6807047	Cholesterol biosynthesis via desmosterol	partOf	wikipathways	WP197	Cholesterol Biosynthesis Pathway	manual	compath
wikipathways	WP197	Cholesterol Biosynthesis Pathway	partOf	reactome	R-HSA-8957322	Metabolism of steroids	manual	compath
reactome	R-HSA-6807062	Cholesterol biosynthesis via lathosterol	partOf	wikipathways	WP197	Cholesterol Biosynthesis Pathway	manual	compath
reactome	R-HSA-3315487	SMAD2/3 MH2 Domain Mutants in Cancer	partOf	wikipathways	WP4216	Chromosomal and microsatellite instability in colorectal cancer	manual	compath
reactome	R-HSA-3311021	SMAD4 MH2 Domain Mutants in Cancer	partOf	wikipathways	WP4216	Chromosomal and microsatellite instability in colorectal cancer	manual	compath
reactome	R-HSA-3304347	Loss of Function of SMAD4 in Cancer	partOf	wikipathways	WP4216	Chromosomal and microsatellite instability in colorectal cancer	manual	compath
wikipathways	WP2826	Cocaine metabolism	partOf	reactome	R-HSA-1430728	Metabolism	manual	compath
wikipathways	WP1604	Codeine and Morphine Metabolism	partOf	reactome	R-HSA-1430728	Metabolism	manual	compath
wikipathways	WP2536	Colchicine Metabolic Pathway	partOf	reactome	R-HSA-1430728	Metabolism	manual	compath
wikipathways	WP545	Complement Activation	skos:exactMatch	reactome	R-HSA-166658	Complement cascade	manual	compath
reactome	R-HSA-977606	Regulation of Complement cascade	partOf	wikipathways	WP545	Complement Activation	manual	compath
reactome	R-HSA-174577	Activation of C3 and C5	partOf	wikipathways	WP545	Complement Activation	manual	compath
reactome	R-HSA-166665	Terminal pathway of complement	partOf	wikipathways	WP545	Complement Activation	manual	compath
reactome	R-HSA-166663	Initial triggering of complement	partOf	wikipathways	WP545	Complement Activation	manual	compath
reactome	R-HSA-166662	Lectin pathway of complement activation	partOf	wikipathways	WP558	Complement and Coagulation Cascades	manual	compath
reactome	R-HSA-76002	Platelet activation, signaling and aggregation	partOf	wikipathways	WP558	Complement and Coagulation Cascades	manual	compath
reactome	R-HSA-977606	Regulation of Complement cascade	partOf	wikipathways	WP558	Complement and Coagulation Cascades	manual	compath
reactome	R-HSA-174577	Activation of C3 and C5	partOf	wikipathways	WP558	Complement and Coagulation Cascades	manual	compath
reactome	R-HSA-140837	Intrinsic Pathway of Fibrin Clot Formation	partOf	wikipathways	WP558	Complement and Coagulation Cascades	manual	compath
reactome	R-HSA-140834	Extrinsic Pathway of Fibrin Clot Formation	partOf	wikipathways	WP558	Complement and Coagulation Cascades	manual	compath
reactome	R-HSA-166665	Terminal pathway of complement	partOf	wikipathways	WP558	Complement and Coagulation Cascades	manual	compath
reactome	R-HSA-109582	Hemostasis	partOf	wikipathways	WP558	Complement and Coagulation Cascades	manual	compath
reactome	R-HSA-140875	Common Pathway of Fibrin Clot Formation	partOf	wikipathways	WP558	Complement and Coagulation Cascades	manual	compath
reactome	R-HSA-168256	Immune System	partOf	wikipathways	WP558	Complement and Coagulation Cascades	manual	compath
reactome	R-HSA-140877	Formation of Fibrin Clot (Clotting Cascade)	partOf	wikipathways	WP558	Complement and Coagulation Cascades	manual	compath
reactome	R-HSA-75205	Dissolution of Fibrin Clot	partOf	wikipathways	WP558	Complement and Coagulation Cascades	manual	compath
reactome	R-HSA-173736	Alternative complement activation	partOf	wikipathways	WP558	Complement and Coagulation Cascades	manual	compath
reactome	R-HSA-166658	Complement cascade	partOf	wikipathways	WP558	Complement and Coagulation Cascades	manual	compath
wikipathways	WP3601	Composition of Lipid Particles	partOf	reactome	R-HSA-1430728	Metabolism	manual	compath
wikipathways	WP3286	Copper homeostasis	partOf	reactome	R-HSA-1222541	Cell redox homeostasis	manual	compath
wikipathways	WP1946	Cori Cycle	partOf	reactome	R-HSA-1430728	Metabolism	manual	compath
wikipathways	WP1946	Cori Cycle	partOf	reactome	R-HSA-70326	Glucose metabolism	manual	compath
wikipathways	WP1946	Cori Cycle	partOf	reactome	R-HSA-71387	Metabolism of carbohydrates	manual	compath
wikipathways	WP2355	Corticotropin-releasing hormone signaling pathway	partOf	reactome	R-HSA-194002	Glucocorticoid biosynthesis	manual	compath
wikipathways	WP530	Cytokines and Inflammatory Response	skos:exactMatch	reactome	R-HSA-1280215	Cytokine Signaling in Immune system	manual	compath
reactome	R-HSA-448706	Interleukin-1 processing	partOf	wikipathways	WP530	Cytokines and Inflammatory Response	manual	compath
reactome	R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	partOf	wikipathways	WP530	Cytokines and Inflammatory Response	manual	compath
reactome	R-HSA-449147	Signaling by Interleukins	partOf	wikipathways	WP530	Cytokines and Inflammatory Response	manual	compath
wikipathways	WP530	Cytokines and Inflammatory Response	partOf	reactome	R-HSA-168256	Immune System	manual	compath
wikipathways	WP3585	Cytosine methylation	partOf	reactome	R-HSA-5334118	DNA methylation	manual	compath
wikipathways	WP3585	Cytosine methylation	partOf	reactome	R-HSA-156581	Methylation	manual	compath
reactome	R-HSA-69563	p53-Dependent G1 DNA Damage Response	partOf	wikipathways	WP707	DNA Damage Response	manual	compath
reactome	R-HSA-73893	DNA Damage Bypass	partOf	wikipathways	WP707	DNA Damage Response	manual	compath
reactome	R-HSA-69610	p53-Independent DNA Damage Response	partOf	wikipathways	WP707	DNA Damage Response	manual	compath
reactome	R-HSA-69615	G1/S DNA Damage Checkpoints	partOf	wikipathways	WP707	DNA Damage Response	manual	compath
reactome	R-HSA-73942	DNA Damage Reversal	partOf	wikipathways	WP707	DNA Damage Response	manual	compath
reactome	R-HSA-112412	SOS-mediated signalling	partOf	wikipathways	WP710	DNA Damage Response (only ATM dependent)	manual	compath
wikipathways	WP3959	DNA IR-Double Strand Breaks (DSBs) and cellular response via ATM	partOf	reactome	R-HSA-73894	DNA Repair	manual	compath
wikipathways	WP3959	DNA IR-Double Strand Breaks (DSBs) and cellular response via ATM	partOf	reactome	R-HSA-5693606	DNA Double Strand Break Response	manual	compath
wikipathways	WP4016	DNA IR-damage and cellular response via ATR	partOf	reactome	R-HSA-5693548	Sensing of DNA Double Strand Breaks	manual	compath
wikipathways	WP4016	DNA IR-damage and cellular response via ATR	partOf	reactome	R-HSA-73894	DNA Repair	manual	compath
wikipathways	WP466	DNA Replication	skos:exactMatch	reactome	R-HSA-69306	DNA Replication	manual	compath
wikipathways	WP4153	Degradation pathway of sphingolipids, including diseases	partOf	reactome	R-HSA-428157	Sphingolipid metabolism	manual	compath
wikipathways	WP4153	Degradation pathway of sphingolipids, including diseases	partOf	reactome	R-HSA-1430728	Metabolism	manual	compath
